CustomerId,rfm_total,rfm_segment,Exited
15678497,10,Potential Loyalist,1
15688193,13,Loyal Customers,0
15733138,8,At Risk,0
15671334,10,Potential Loyalist,0
15674149,7,Others,0
15801994,6,Inactive,0
15566030,12,Loyal Customers,1
15675926,10,Loyal Customers,1
15713774,12,Loyal Customers,1
15739592,10,At Risk,1
15791958,5,Inactive,1
15692671,7,Others,0
15808566,8,Others,0
15687329,10,Potential Loyalist,1
15576124,11,Loyal Customers,0
15783526,11,Loyal Customers,0
15814237,7,Others,0
15766166,10,Loyal Customers,0
15780124,9,At Risk,0
15574743,11,Loyal Customers,0
15788776,8,Potential Loyalist,1
15634245,9,At Risk,0
15620505,12,Loyal Customers,0
15662151,10,At Risk,0
15773242,9,Potential Loyalist,0
15718852,7,At Risk,0
15633866,11,Loyal Customers,0
15641413,8,Others,1
15716276,10,Potential Loyalist,0
15771383,11,Loyal Customers,0
15617482,11,Loyal Customers,1
15642870,9,At Risk,0
15677141,10,Loyal Customers,0
15630641,8,At Risk,0
15783276,5,Inactive,0
15584453,7,At Risk,0
15682268,13,Loyal Customers,1
15791769,9,At Risk,0
15671779,11,Loyal Customers,0
15571940,10,Loyal Customers,0
15798975,12,Loyal Customers,1
15633516,12,Loyal Customers,0
15770435,6,Inactive,0
15750671,9,Potential Loyalist,0
15812982,13,Loyal Customers,0
15577107,5,Inactive,1
15784320,10,Loyal Customers,1
15573730,9,Potential Loyalist,0
15567832,10,Loyal Customers,0
15723872,7,At Risk,0
15628319,10,Potential Loyalist,0
15676835,10,Potential Loyalist,0
15639530,10,Loyal Customers,0
15800482,5,Inactive,0
15696637,9,At Risk,0
15599410,10,Potential Loyalist,0
15605534,13,Loyal Customers,1
15766826,11,Loyal Customers,1
15585287,9,At Risk,1
15598614,7,Others,0
15688563,10,Potential Loyalist,0
15750264,6,Inactive,0
15760063,5,Inactive,0
15653952,10,Loyal Customers,0
15687372,7,Others,1
15730394,10,Loyal Customers,1
15785975,7,At Risk,0
15592877,9,At Risk,0
15635598,11,Loyal Customers,0
15615245,8,At Risk,0
15660602,5,Inactive,0
15682686,10,Loyal Customers,0
15727829,7,Others,0
15768945,11,Loyal Customers,0
15682355,10,Potential Loyalist,1
15797822,11,Loyal Customers,0
15622774,12,Loyal Customers,0
15815097,6,Inactive,0
15720725,10,Potential Loyalist,0
15732102,10,Potential Loyalist,0
15633854,10,Potential Loyalist,0
15687540,7,At Risk,0
15686436,9,Potential Loyalist,0
15672132,11,Loyal Customers,0
15654346,9,Potential Loyalist,0
15707189,11,Loyal Customers,0
15766609,6,Inactive,0
15719294,10,Potential Loyalist,0
15758856,10,Loyal Customers,0
15751333,10,Loyal Customers,0
15621116,11,Loyal Customers,0
15664752,7,Others,0
15777830,10,Potential Loyalist,0
15764021,10,Potential Loyalist,0
15575147,8,At Risk,1
15722533,10,Loyal Customers,0
15796334,8,At Risk,1
15684995,9,At Risk,0
15681990,9,Potential Loyalist,0
15662574,11,Loyal Customers,0
15761783,7,At Risk,0
15690958,11,Loyal Customers,0
15625586,9,At Risk,0
15810942,12,Loyal Customers,0
15682472,10,Loyal Customers,0
15673747,9,At Risk,0
15603111,8,At Risk,1
15668270,6,Inactive,1
15738721,9,At Risk,0
15791030,10,Potential Loyalist,0
15800703,8,At Risk,0
15624510,11,Loyal Customers,1
15788068,6,Inactive,1
15687626,10,Potential Loyalist,1
15584452,11,Loyal Customers,0
15743192,11,Loyal Customers,0
15810432,7,Others,0
15811978,10,Loyal Customers,0
15612350,12,Loyal Customers,1
15651664,11,Loyal Customers,1
15748649,10,Loyal Customers,0
15618363,7,At Risk,0
15769064,10,Potential Loyalist,1
15613786,6,Inactive,0
15772632,10,Potential Loyalist,0
15770185,8,At Risk,0
15759021,9,At Risk,0
15621870,10,Loyal Customers,0
15626212,7,At Risk,0
15680167,7,At Risk,0
15742210,7,At Risk,0
15571193,11,Loyal Customers,1
15586264,11,Loyal Customers,1
15615991,7,At Risk,0
15648479,10,Potential Loyalist,0
15591135,10,Potential Loyalist,0
15681554,5,Inactive,0
15631392,7,At Risk,0
15781710,8,Others,0
15674000,7,At Risk,0
15706647,5,Inactive,0
15749103,10,At Risk,1
15744517,10,At Risk,1
15640074,12,Loyal Customers,1
15807305,13,Loyal Customers,0
15660301,5,Inactive,0
15689351,10,At Risk,1
15701537,10,Loyal Customers,1
15714567,11,Loyal Customers,0
15640507,7,Others,1
15692317,9,Potential Loyalist,0
15696287,11,Loyal Customers,1
15746028,8,Others,0
15781574,7,At Risk,0
15608726,5,Inactive,0
15786196,9,Potential Loyalist,1
15707962,9,Potential Loyalist,0
15742378,12,Loyal Customers,0
15590828,10,Loyal Customers,0
15797276,12,Loyal Customers,1
15602909,5,Inactive,0
15636820,10,Loyal Customers,0
15720123,10,Potential Loyalist,0
15763907,11,Loyal Customers,1
15715750,13,Loyal Customers,1
15574584,7,At Risk,0
15713596,12,Loyal Customers,0
15646310,7,At Risk,0
15641158,10,Potential Loyalist,1
15589348,9,At Risk,0
15699005,10,Loyal Customers,0
15628999,7,At Risk,0
15573318,7,Others,0
15703778,9,At Risk,0
15573798,9,Potential Loyalist,0
15654096,6,Inactive,0
15637414,9,At Risk,0
15811200,10,Potential Loyalist,0
15722611,7,At Risk,0
15724890,13,Loyal Customers,0
15584620,11,Loyal Customers,1
15729832,10,Potential Loyalist,0
15571284,9,Potential Loyalist,0
15574072,7,At Risk,0
15601274,11,Loyal Customers,0
15750104,9,Potential Loyalist,0
15729763,11,Loyal Customers,0
15656901,5,Inactive,0
15667938,5,Inactive,0
15797502,11,Loyal Customers,0
15702462,7,At Risk,1
15710206,12,Loyal Customers,0
15737104,9,Potential Loyalist,1
15756655,10,Potential Loyalist,0
15664001,11,Loyal Customers,1
15687527,10,Potential Loyalist,0
15801915,11,Loyal Customers,0
15706810,11,Loyal Customers,0
15596575,6,Inactive,0
15805523,12,Loyal Customers,0
15813327,6,Inactive,0
15600258,8,Others,0
15626243,10,Loyal Customers,0
15730448,8,At Risk,0
15775433,9,Potential Loyalist,0
15804256,5,Inactive,0
15761348,10,Potential Loyalist,0
15792107,7,At Risk,0
15658258,11,Loyal Customers,0
15805062,11,Loyal Customers,0
15756560,8,Others,0
15679611,13,Loyal Customers,0
15674811,7,Others,0
15642041,10,Potential Loyalist,1
15711687,10,At Risk,0
15761720,11,Loyal Customers,0
15602405,9,At Risk,0
15645815,6,Inactive,0
15709256,5,Inactive,0
15808175,10,Loyal Customers,1
15616240,6,Inactive,0
15737571,10,At Risk,0
15680436,10,Potential Loyalist,0
15625819,10,Loyal Customers,0
15645942,8,Others,0
15772559,9,At Risk,1
15699486,7,At Risk,0
15677955,11,Loyal Customers,0
15663987,9,Potential Loyalist,1
15628558,8,At Risk,0
15586880,8,Others,0
15567486,6,Inactive,0
15649744,7,Others,0
15736413,9,Potential Loyalist,0
15594685,11,Loyal Customers,0
15641009,13,Loyal Customers,0
15585892,11,Loyal Customers,0
15768006,10,Potential Loyalist,0
15788920,10,Potential Loyalist,0
15723105,7,At Risk,0
15751158,8,Potential Loyalist,1
15756743,10,Loyal Customers,0
15697127,10,Loyal Customers,0
15643487,10,At Risk,1
15597610,7,At Risk,0
15673223,8,At Risk,0
15634815,7,Others,0
15661821,8,At Risk,1
15693382,9,At Risk,0
15733797,9,Potential Loyalist,0
15695465,11,Loyal Customers,0
15711254,8,Others,0
15673481,11,Loyal Customers,0
15813660,11,Loyal Customers,0
15620751,10,Potential Loyalist,0
15651737,12,Loyal Customers,0
15783007,11,Loyal Customers,1
15730038,12,Loyal Customers,1
15748947,8,At Risk,0
15607993,10,Loyal Customers,0
15630511,9,Potential Loyalist,0
15575759,10,Potential Loyalist,1
15572398,5,Inactive,0
15602010,12,Loyal Customers,1
15672091,11,Loyal Customers,0
15600879,10,Potential Loyalist,0
15616709,11,Loyal Customers,0
15695339,11,Loyal Customers,1
15676909,9,Potential Loyalist,0
15727703,10,At Risk,0
15670266,8,At Risk,0
15578648,11,Loyal Customers,0
15759436,7,Others,1
15672905,5,Inactive,0
15585853,10,Loyal Customers,1
15641690,7,At Risk,0
15663921,5,Inactive,0
15591985,7,At Risk,1
15628279,7,Others,0
15678067,10,Potential Loyalist,0
15733842,11,Loyal Customers,0
15812365,10,Loyal Customers,0
15775572,9,Potential Loyalist,0
15772479,13,Loyal Customers,0
15671358,10,Potential Loyalist,0
15756992,10,Potential Loyalist,0
15714750,10,Potential Loyalist,0
15792916,7,At Risk,0
15811290,9,Potential Loyalist,0
15793890,9,At Risk,1
15757981,7,At Risk,0
15746203,10,At Risk,1
15611318,13,Loyal Customers,1
15577831,13,Loyal Customers,0
15574213,11,Loyal Customers,1
15672216,13,Loyal Customers,0
15625824,8,Potential Loyalist,1
15614168,13,Loyal Customers,1
15578211,6,Inactive,0
15598088,6,Inactive,0
15600692,9,Potential Loyalist,0
15728505,9,Potential Loyalist,0
15777054,10,Potential Loyalist,0
15569759,9,Potential Loyalist,0
15589221,9,Potential Loyalist,0
15678168,5,Inactive,0
15662067,10,Loyal Customers,0
15746515,5,Inactive,1
15669204,10,Potential Loyalist,0
15748936,10,Loyal Customers,0
15638231,8,Others,0
15592761,12,Loyal Customers,0
15755863,11,Loyal Customers,0
15618647,11,Loyal Customers,0
15753679,6,Inactive,0
15707968,7,Others,1
15766047,10,Loyal Customers,0
15577587,8,At Risk,1
15725945,13,Loyal Customers,1
15581626,7,At Risk,1
15567422,9,Potential Loyalist,0
15765375,11,Loyal Customers,0
15583552,10,Potential Loyalist,0
15575676,11,Loyal Customers,0
15763515,9,Potential Loyalist,0
15596175,8,At Risk,1
15581280,8,At Risk,0
15764405,5,Inactive,0
15650034,11,Loyal Customers,0
15758073,11,Loyal Customers,0
15806929,8,At Risk,0
15619801,11,Loyal Customers,0
15632324,5,Inactive,0
15721303,13,Loyal Customers,0
15615670,8,At Risk,0
15795290,10,Potential Loyalist,0
15575694,8,Others,0
15577695,10,Potential Loyalist,0
15775750,9,At Risk,0
15619045,8,At Risk,0
15703793,9,Potential Loyalist,1
15794171,11,Loyal Customers,1
15670646,12,Loyal Customers,1
15686696,9,Potential Loyalist,0
15647807,10,Loyal Customers,0
15658459,6,Inactive,0
15815043,7,Others,0
15636551,10,Potential Loyalist,0
15793671,12,Loyal Customers,0
15734714,10,Potential Loyalist,0
15751531,5,Inactive,0
15681126,10,Loyal Customers,0
15746662,12,Loyal Customers,0
15649124,10,At Risk,0
15808582,8,At Risk,0
15623430,6,Inactive,0
15733387,8,At Risk,0
15661036,9,Potential Loyalist,0
15571586,10,Potential Loyalist,1
15630698,9,At Risk,1
15671969,7,Others,0
15770039,13,Loyal Customers,1
15566708,10,Potential Loyalist,1
15582016,9,Potential Loyalist,0
15624293,10,Potential Loyalist,0
15628813,13,Loyal Customers,0
15728906,6,Inactive,0
15798424,11,Loyal Customers,1
15618437,7,At Risk,0
15637829,7,At Risk,0
15802758,10,Potential Loyalist,1
15623828,10,At Risk,0
15618695,11,Loyal Customers,0
15751297,9,Potential Loyalist,0
15628583,8,At Risk,0
15670823,11,Loyal Customers,1
15780870,10,Loyal Customers,0
15736371,7,Others,0
15783083,6,Inactive,0
15769499,7,Others,0
15800805,9,At Risk,0
15607753,9,At Risk,0
15755405,8,At Risk,1
15711789,13,Loyal Customers,1
15593331,10,At Risk,0
15735878,10,At Risk,1
15755209,7,At Risk,0
15801462,5,Inactive,0
15746065,5,Inactive,0
15722122,9,At Risk,0
15731267,13,Loyal Customers,0
15604314,11,Loyal Customers,0
15648455,13,Loyal Customers,0
15697311,8,At Risk,1
15766659,9,Potential Loyalist,0
15803976,6,Inactive,0
15739438,10,Potential Loyalist,0
15683053,10,Potential Loyalist,1
15607786,9,At Risk,0
15565714,11,Loyal Customers,0
15650575,5,Inactive,1
15579647,12,Loyal Customers,0
15712777,13,Loyal Customers,0
15637891,10,At Risk,0
15615296,8,At Risk,1
15809515,11,Loyal Customers,0
15805676,10,Potential Loyalist,0
15730137,13,Loyal Customers,0
15575417,5,Inactive,0
15614782,11,Loyal Customers,0
15654878,7,At Risk,0
15756305,6,Inactive,0
15804610,11,Loyal Customers,0
15806941,5,Inactive,0
15808389,7,At Risk,0
15779985,9,Potential Loyalist,0
15679810,9,Potential Loyalist,0
15751455,12,Loyal Customers,1
15660878,9,Potential Loyalist,0
15705860,10,Potential Loyalist,1
15790717,8,Others,0
15583067,10,At Risk,0
15676895,6,Inactive,1
15589563,10,Potential Loyalist,0
15609070,5,Inactive,1
15744398,9,Potential Loyalist,0
15690021,12,Loyal Customers,1
15592379,6,Inactive,0
15698786,8,At Risk,1
15686963,10,Potential Loyalist,0
15718773,10,Potential Loyalist,0
15806081,10,Potential Loyalist,0
15677939,7,Others,0
15572415,5,Inactive,0
15574068,10,At Risk,1
15743478,5,Inactive,0
15694409,10,Loyal Customers,0
15751491,10,Potential Loyalist,1
15744105,10,Loyal Customers,0
15714485,12,Loyal Customers,1
15799128,9,At Risk,0
15814536,11,Loyal Customers,0
15813946,11,Loyal Customers,1
15810563,5,Inactive,0
15687828,8,At Risk,0
15761506,9,Potential Loyalist,0
15569503,6,Inactive,0
15755330,9,At Risk,1
15607312,5,Inactive,1
15709387,8,At Risk,0
15794472,10,Potential Loyalist,0
15682955,10,Loyal Customers,0
15698349,6,Inactive,0
15708256,10,Potential Loyalist,0
15679733,8,Others,0
15773876,10,Potential Loyalist,0
15660155,10,At Risk,0
15749489,10,At Risk,0
15714883,11,Loyal Customers,0
15740406,8,At Risk,1
15680201,9,Potential Loyalist,1
15625944,8,At Risk,0
15781678,6,Inactive,0
15756272,9,At Risk,1
15615624,11,Loyal Customers,0
15575214,10,Loyal Customers,0
15588614,10,Loyal Customers,1
15795878,7,Others,0
15627212,10,Loyal Customers,0
15582116,8,Others,1
15745527,9,Potential Loyalist,0
15568878,9,Potential Loyalist,0
15612043,7,At Risk,0
15658306,9,At Risk,0
15601688,10,Loyal Customers,0
15778975,9,Potential Loyalist,1
15796834,5,Inactive,0
15621423,8,Others,1
15764431,6,Inactive,1
15635502,10,Potential Loyalist,0
15759480,7,At Risk,0
15639549,13,Loyal Customers,0
15593241,7,Others,0
15608408,10,Potential Loyalist,0
15713483,10,Potential Loyalist,1
15720509,9,At Risk,0
15569892,7,At Risk,0
15686812,9,At Risk,0
15777452,12,Loyal Customers,0
15729377,9,Potential Loyalist,0
15571873,7,At Risk,0
15713644,9,Potential Loyalist,0
15629475,10,Potential Loyalist,0
15728523,8,At Risk,0
15631436,13,Loyal Customers,0
15792008,7,At Risk,0
15739850,10,At Risk,0
15750056,8,At Risk,0
15807923,8,At Risk,1
15804150,7,Others,0
15685019,10,Potential Loyalist,0
15807481,11,Loyal Customers,0
15740630,10,Potential Loyalist,0
15726032,8,At Risk,0
15806913,10,Loyal Customers,0
15672467,7,At Risk,0
15575605,5,Inactive,0
15661507,12,Loyal Customers,0
15623630,11,Loyal Customers,1
15754012,9,Potential Loyalist,0
15744979,9,At Risk,0
15701936,8,At Risk,1
15568449,7,At Risk,0
15801548,5,Inactive,0
15645956,10,Potential Loyalist,0
15795963,9,At Risk,0
15810898,10,Loyal Customers,0
15670753,10,Loyal Customers,0
15588517,5,Inactive,0
15578515,10,Potential Loyalist,0
15635893,5,Inactive,0
15701265,11,Loyal Customers,0
15810910,5,Inactive,0
15811947,12,Loyal Customers,0
15743759,6,Inactive,0
15616931,10,Loyal Customers,0
15739502,5,Inactive,0
15703682,10,At Risk,0
15777896,11,Loyal Customers,0
15585041,7,At Risk,0
15813590,9,Potential Loyalist,1
15790442,8,Others,0
15647333,13,Loyal Customers,0
15793896,7,At Risk,0
15677871,7,At Risk,0
15763579,8,Others,0
15693322,9,At Risk,0
15604813,7,At Risk,0
15597739,10,Potential Loyalist,0
15728362,10,Potential Loyalist,0
15722037,9,At Risk,0
15750602,12,Loyal Customers,0
15766017,10,Loyal Customers,1
15625175,10,At Risk,1
15655252,7,At Risk,0
15651958,5,Inactive,0
15808960,9,Potential Loyalist,0
15717995,11,Loyal Customers,0
15598700,8,At Risk,0
15810347,7,At Risk,0
15721935,5,Inactive,0
15761364,6,Inactive,0
15593694,10,Loyal Customers,0
15783097,11,Loyal Customers,0
15769959,10,Potential Loyalist,1
15578825,11,Loyal Customers,0
15678910,7,At Risk,0
15677087,12,Loyal Customers,0
15591279,11,Loyal Customers,0
15704788,10,Loyal Customers,1
15683657,11,Loyal Customers,0
15746183,6,Inactive,0
15767781,8,At Risk,0
15632125,8,At Risk,0
15724924,9,At Risk,0
15806455,5,Inactive,0
15725811,12,Loyal Customers,0
15721719,5,Inactive,0
15651020,11,Loyal Customers,0
15645744,8,At Risk,0
15778395,9,Potential Loyalist,1
15636069,10,Loyal Customers,0
15804586,11,Loyal Customers,1
15770525,11,Loyal Customers,0
15663263,12,Loyal Customers,0
15813645,12,Loyal Customers,0
15664668,9,At Risk,1
15724663,12,Loyal Customers,0
15641490,7,Others,0
15751203,6,Inactive,1
15790282,7,Others,0
15792868,10,Potential Loyalist,0
15575445,10,At Risk,0
15678886,8,Others,0
15759872,6,Inactive,0
15788480,13,Loyal Customers,1
15770406,9,At Risk,0
15726234,10,At Risk,0
15623989,10,Potential Loyalist,1
15799932,5,Inactive,0
15621440,11,Loyal Customers,0
15733966,9,At Risk,1
15632882,9,Potential Loyalist,1
15750755,10,Loyal Customers,0
15749693,6,Inactive,0
15758775,7,At Risk,0
15623062,8,At Risk,0
15620750,10,Loyal Customers,0
15709861,6,Inactive,0
15732202,9,Potential Loyalist,1
15727384,9,At Risk,1
15606841,10,Potential Loyalist,0
15738785,7,At Risk,0
15636736,7,At Risk,1
15800845,7,At Risk,0
15623560,8,At Risk,0
15721592,9,Potential Loyalist,0
15705676,8,At Risk,0
15635728,12,Loyal Customers,0
15569120,5,Inactive,0
15647474,5,Inactive,0
15768359,13,Loyal Customers,0
15624677,10,Potential Loyalist,0
15697201,10,Loyal Customers,0
15801188,9,At Risk,0
15614365,13,Loyal Customers,0
15688395,13,Loyal Customers,0
15774857,8,Others,1
15734649,11,Loyal Customers,1
15619238,7,Others,0
15602479,8,At Risk,0
15787174,11,Loyal Customers,0
15785899,10,Loyal Customers,0
15600462,9,At Risk,0
15726403,11,Loyal Customers,1
15741275,5,Inactive,0
15687079,8,At Risk,0
15784148,8,At Risk,0
15570601,7,At Risk,1
15684173,7,Others,1
15664523,7,Others,0
15766746,11,Loyal Customers,0
15581811,11,Loyal Customers,0
15784161,11,Loyal Customers,0
15616700,5,Inactive,0
15761706,7,At Risk,0
15781530,5,Inactive,0
15607040,9,Potential Loyalist,0
15681887,9,Potential Loyalist,0
15785167,13,Loyal Customers,0
15732199,9,At Risk,0
15778959,7,At Risk,0
15610765,11,Loyal Customers,0
15745307,11,Loyal Customers,0
15723685,9,Others,0
15665385,12,Champions,0
15738150,7,Inactive,0
15640865,6,Inactive,0
15754113,10,Potential Loyalist,0
15622461,12,Champions,0
15637678,12,Champions,0
15635597,6,Inactive,0
15773934,12,Champions,0
15687688,7,Inactive,0
15601184,11,Potential Loyalist,0
15702442,6,Inactive,0
15715667,11,Loyal Customers,0
15691624,11,Potential Loyalist,0
15782390,12,Champions,0
15630910,12,Loyal Customers,0
15732563,6,Inactive,0
15579787,11,Potential Loyalist,0
15744582,7,Inactive,1
15670552,11,Potential Loyalist,0
15580684,13,Champions,0
15813894,10,At Risk,0
15684440,11,Loyal Customers,0
15601026,12,Champions,0
15621210,8,At Risk,1
15706464,14,Champions,0
15690492,10,Potential Loyalist,0
15576714,6,Inactive,0
15609804,11,Potential Loyalist,0
15647266,9,At Risk,0
15688071,8,At Risk,0
15644551,11,Potential Loyalist,0
15565996,6,Inactive,0
15624892,9,Others,0
15569178,13,Champions,0
15740345,12,Champions,1
15732610,10,Potential Loyalist,0
15804075,11,Potential Loyalist,0
15615176,9,Others,0
15684248,8,At Risk,0
15615820,8,At Risk,0
15571281,8,At Risk,0
15688251,11,Potential Loyalist,0
15646764,11,Potential Loyalist,1
15758531,7,Inactive,0
15609558,7,Inactive,1
15699047,6,Inactive,0
15694510,14,Champions,0
15622454,13,Champions,0
15710825,12,Loyal Customers,0
15602497,11,At Risk,0
15570145,11,Potential Loyalist,0
15785385,10,Potential Loyalist,0
15720583,12,Champions,1
15731989,11,Potential Loyalist,0
15685245,9,At Risk,0
15572735,9,Others,0
15787699,10,At Risk,0
15614923,10,At Risk,0
15803526,12,Loyal Customers,0
15726945,6,Inactive,0
15769356,8,Others,0
15582033,11,Potential Loyalist,1
15792627,9,At Risk,0
15632185,11,Potential Loyalist,0
15642093,9,Others,0
15668057,12,Champions,0
15772216,13,Champions,0
15776047,11,Loyal Customers,0
15729201,10,At Risk,1
15770255,11,At Risk,0
15740164,11,Loyal Customers,0
15789936,11,Potential Loyalist,0
15664610,9,At Risk,1
15570835,10,At Risk,1
15813067,11,Potential Loyalist,1
15619953,12,Champions,0
15626578,6,Inactive,0
15662533,10,Potential Loyalist,0
15670528,12,Loyal Customers,1
15696674,12,Loyal Customers,1
15791452,11,Potential Loyalist,0
15743153,9,Others,0
15646539,11,Potential Loyalist,0
15568834,12,Champions,0
15632551,11,Potential Loyalist,0
15628034,9,At Risk,0
15643826,7,Inactive,0
15649239,7,Inactive,0
15740283,12,Loyal Customers,0
15693468,11,At Risk,0
15734177,7,Inactive,0
15697214,7,Inactive,0
15782181,12,Champions,1
15761733,6,Inactive,0
15713890,11,Loyal Customers,0
15577078,9,At Risk,1
15664543,10,At Risk,1
15736760,11,At Risk,0
15687431,8,At Risk,0
15787035,6,Inactive,0
15645355,11,Loyal Customers,1
15810485,14,Champions,0
15579583,10,At Risk,0
15626385,6,Inactive,0
15801904,11,Potential Loyalist,1
15619280,11,Potential Loyalist,0
15597949,13,Champions,1
15702601,9,At Risk,1
15739357,14,Champions,0
15735078,10,Potential Loyalist,0
15649280,10,At Risk,0
15659800,13,Champions,1
15611579,9,At Risk,0
15763327,6,Inactive,0
15792473,7,Inactive,1
15810807,7,Inactive,0
15713599,10,At Risk,0
15758510,12,Champions,0
15586522,11,Potential Loyalist,0
15751926,8,Others,0
15723658,10,Potential Loyalist,0
15576368,11,Potential Loyalist,0
15692931,11,Loyal Customers,0
15612771,10,At Risk,0
15808283,14,Champions,0
15656921,14,Champions,0
15659568,11,Loyal Customers,0
15626383,10,At Risk,0
15766667,11,Loyal Customers,0
15782210,12,Loyal Customers,1
15763625,7,Inactive,0
15637717,8,Others,0
15750099,13,Champions,0
15775678,12,Champions,0
15805261,8,At Risk,0
15772009,9,At Risk,0
15670562,11,Loyal Customers,0
15598044,11,Loyal Customers,0
15673837,11,Loyal Customers,0
15626233,8,Others,0
15668889,10,Potential Loyalist,1
15706217,6,Inactive,0
15572182,10,Potential Loyalist,1
15806918,9,At Risk,0
15679429,12,Champions,0
15712068,10,At Risk,0
15738248,10,Potential Loyalist,0
15625759,7,Inactive,0
15764072,12,Champions,0
15605263,11,At Risk,0
15622117,8,Others,0
15759274,8,At Risk,0
15794870,10,Potential Loyalist,0
15629787,9,At Risk,0
15767804,10,Potential Loyalist,0
15803456,11,At Risk,1
15590476,9,Others,0
15770420,6,Inactive,0
15732967,7,Inactive,0
15794868,6,Inactive,0
15637599,11,Potential Loyalist,1
15681274,12,Champions,0
15809302,10,Potential Loyalist,0
15680587,14,Champions,0
15714240,12,Champions,0
15606944,9,At Risk,1
15777923,9,At Risk,0
15813871,11,Potential Loyalist,0
15656710,14,Champions,0
15728917,12,Champions,1
15801072,9,Others,0
15600992,10,Potential Loyalist,0
15723856,8,Others,0
15815560,8,At Risk,0
15655360,13,Champions,1
15662501,11,Potential Loyalist,1
15753079,10,Potential Loyalist,0
15609669,7,Inactive,0
15772329,11,Loyal Customers,1
15724334,13,Champions,0
15665238,12,Loyal Customers,0
15719541,11,Potential Loyalist,0
15746995,10,At Risk,0
15636626,11,Loyal Customers,0
15597951,10,At Risk,0
15792986,12,Loyal Customers,1
15666856,12,Champions,0
15796114,12,Loyal Customers,0
15750837,13,Champions,0
15637522,13,Champions,0
15801431,8,At Risk,0
15684010,11,Loyal Customers,0
15633650,6,Inactive,0
15757434,12,Loyal Customers,0
15592751,11,Potential Loyalist,1
15609475,8,At Risk,0
15736769,7,Inactive,0
15633944,11,Loyal Customers,0
15677906,11,At Risk,0
15803840,10,At Risk,0
15664860,11,Potential Loyalist,1
15742504,11,Potential Loyalist,0
15614361,8,At Risk,0
15611961,9,Others,0
15684769,10,At Risk,0
15686780,13,Champions,0
15707042,11,Potential Loyalist,0
15757895,10,At Risk,0
15699450,6,Inactive,0
15739476,9,At Risk,0
15779581,11,Loyal Customers,1
15746410,9,Others,0
15752508,6,Inactive,0
15666181,12,Loyal Customers,0
15814940,6,Inactive,0
15672970,11,Loyal Customers,0
15596165,7,Inactive,0
15701175,8,At Risk,0
15572021,8,Others,0
15656912,10,At Risk,0
15583718,9,At Risk,0
15800412,6,Inactive,0
15676519,7,Inactive,1
15569682,10,At Risk,1
15768465,6,Inactive,0
15700965,6,Inactive,0
15671766,8,At Risk,0
15649112,11,Loyal Customers,0
15606554,13,Champions,0
15809558,8,At Risk,0
15704160,13,Champions,1
15607690,11,Potential Loyalist,0
15759618,9,At Risk,1
15685476,11,At Risk,0
15812230,7,Inactive,0
15706071,13,Champions,1
15737506,13,Champions,0
15806486,12,Loyal Customers,0
15648858,13,Champions,0
15773017,7,Inactive,0
15768471,12,Champions,1
15568326,11,Potential Loyalist,0
15644280,14,Champions,0
15569248,7,Inactive,1
15728480,6,Inactive,0
15748123,8,Others,0
15756920,11,At Risk,1
15661380,9,At Risk,0
15598266,8,At Risk,0
15644833,12,Loyal Customers,1
15680643,10,Potential Loyalist,0
15631072,12,Champions,0
15777772,8,At Risk,0
15595282,10,Potential Loyalist,0
15753719,9,At Risk,0
15734312,7,Inactive,0
15583499,8,At Risk,0
15613772,11,Loyal Customers,1
15659064,6,Inactive,0
15720941,8,At Risk,0
15786215,8,Others,0
15603674,10,Potential Loyalist,0
15631603,12,Champions,0
15678882,14,Champions,0
15599452,8,Others,0
15583680,11,At Risk,0
15593496,13,Champions,0
15588566,7,Inactive,0
15695197,9,Others,0
15726931,11,Loyal Customers,1
15651740,9,At Risk,0
15725660,14,Champions,0
15702061,6,Inactive,0
15730150,12,Loyal Customers,0
15771636,14,Champions,0
15701238,11,Potential Loyalist,0
15736112,9,Others,0
15619955,10,Potential Loyalist,1
15705050,6,Inactive,0
15616221,14,Champions,1
15628904,8,At Risk,0
15597131,9,At Risk,0
15639252,6,Inactive,0
15770101,7,Inactive,0
15621267,13,Champions,0
15664035,6,Inactive,0
15607837,10,At Risk,0
15700083,11,Potential Loyalist,0
15641007,10,At Risk,0
15740527,10,At Risk,1
15699634,9,Others,0
15609928,9,At Risk,0
15624820,9,Others,1
15653857,8,Others,0
15623858,11,At Risk,0
15596021,8,Others,0
15651581,12,Champions,1
15722991,11,At Risk,1
15750407,11,Potential Loyalist,0
15589698,8,At Risk,1
15721251,11,At Risk,0
15791006,12,Champions,0
15681332,12,Champions,1
15673929,7,Inactive,0
15662085,8,At Risk,0
15682618,6,Inactive,0
15767358,11,Potential Loyalist,0
15797767,10,At Risk,1
15666095,9,At Risk,1
15640454,14,Champions,1
15658980,9,At Risk,0
15691504,12,Loyal Customers,0
15629744,8,At Risk,0
15777873,13,Champions,1
15576131,10,Potential Loyalist,0
15582335,11,At Risk,0
15632736,8,Others,0
15791174,13,Champions,0
15730810,8,At Risk,0
15626144,9,Others,0
15745533,11,Potential Loyalist,1
15682541,13,Champions,0
15570205,7,Inactive,0
15778049,13,Champions,0
15748352,13,Champions,0
15626452,7,Inactive,0
15624347,7,Inactive,0
15721793,8,At Risk,0
15578462,8,At Risk,0
15797627,13,Champions,0
15767891,10,Potential Loyalist,0
